PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,GP,PTS,FG_PCT,DREB,DEF_RATING,DEF_WS,Salary
1631096,Chet Holmgren,OKC,1610612760,10,15.6,0.496,5.8,102,-0.753,10880640
1628378,Donovan Mitchell,CLE,1610612739,10,29.6,0.476,4.8,106.7,-0.924,35410310
1627777,Georges Niang,CLE,1610612739,10,2.8,0.22,0.9,113,-0.333,8500000
1630198,Isaiah Joe,OKC,1610612760,10,6.4,0.444,1.8,105.4,-0.405,12991650
1630173,Precious Achiuwa,NYK,1610612752,9,5.2,0.488,1.8,125.4,-0.697,6000000
1641716,Jarace Walker,IND,1610612754,9,0.9,0.3,0.3,113.3,-0.093,6362520
1628384,OG Anunoby,NYK,1610612752,9,15.1,0.505,5.2,119.3,-1.111,36637932
1628420,Mont?? Morris,MIN,1610612750,9,2.3,0.3,0.6,89.4,-0.115,2087519
1629004,Svi Mykhailiuk,BOS,1610612738,8,1,0.25,0.5,98.4,-0.078,3500000
1630214,Xavier Tillman,BOS,1610612738,8,1.5,0.625,1.3,95.5,-0.152,2237691
204001,Kristaps Porzi????is,BOS,1610612738,7,12.3,0.467,3.9,101.6,-0.493,29268293
1628976,Wendell Carter Jr.,ORL,1610612753,7,7.6,0.404,5,100.5,-0.544,11950000
204060,Joe Ingles,ORL,1610612753,7,1.6,0.333,1.6,97.7,-0.179,2087519
1631094,Paolo Banchero,ORL,1610612753,7,27,0.456,6.6,99.1,-0.741,12160800
1630175,Cole Anthony,ORL,1610612753,7,5.1,0.317,1.9,94,-0.241,12900000
1630532,Franz Wagner,ORL,1610612753,7,18.9,0.408,5.4,98.5,-0.723,7007092
1629021,Moritz Wagner,ORL,1610612753,7,6.3,0.444,2.9,87.6,-0.199,11000000
1629026,Kenrich Williams,OKC,1610612760,7,0.6,0.25,1,101.6,-0.095,6669000
1628371,Jonathan Isaac,ORL,1610612753,7,6.3,0.41,3.4,98.7,-0.423,25000000
1630188,Jalen Smith,IND,1610612754,7,1.9,0.375,1,123.9,-0.214,8571429
1630591,Jalen Suggs,ORL,1610612753,7,14.7,0.402,3.6,99.4,-0.668,9188385
1630568,Luka Garza,MIN,1610612750,7,4.1,0.833,0.6,68.6,-0.01,2162606
